序号,名称,设备分类,信号角色,最后修改版本,修改类型,S7地址,S7字,数据类型,Modbus寄存器,Modbus位,描述,单位,系数,读写类型,分组,报警等级,权限等级,网关设备地址,从站地址,控制风险,点位编码建议
1474,,其他,other,V3.0,,3112,3112,real,41557,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41557
1475,,其他,other,V3.0,,3116,3116,real,41559,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41559
1476,,其他,other,V3.0,,3120,3120,real,41561,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41561
1477,,其他,other,V3.0,,3124,3124,real,41563,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41563
1478,,其他,other,V3.0,,3128,3128,real,41565,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41565
1479,,其他,other,V3.0,,3132,3132,real,41567,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41567
1480,,其他,other,V3.0,,3136,3136,real,41569,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41569
1481,,其他,other,V3.0,,3140,3140,real,41571,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41571
1482,,其他,other,V3.0,,3144,3144,real,41573,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41573
1483,,其他,other,V3.0,,3148,3148,real,41575,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41575
1484,,其他,other,V3.0,,3152,3152,real,41577,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41577
1485,,其他,other,V3.0,,3156,3156,real,41579,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41579
1486,,其他,other,V3.0,,3160,3160,real,41581,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41581
1487,,其他,other,V3.0,,3164,3164,real,41583,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41583
1488,,其他,other,V3.0,,3168,3168,real,41585,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41585
1489,,其他,other,V3.0,,3172,3172,real,41587,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41587
1490,,其他,other,V3.0,,3176,3176,real,41589,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41589
1491,,其他,other,V3.0,,3180,3180,real,41591,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41591
1492,,其他,other,V3.0,,3184,3184,real,41593,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41593
1493,,其他,other,V3.0,,3188,3188,real,41595,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41595
1494,,其他,other,V3.0,,3192,3192,real,41597,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41597
1495,,其他,other,V3.0,,3196,3196,real,41599,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41599
1496,,其他,other,V3.0,,3200,3200,real,41601,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41601
1497,,其他,other,V3.0,,3204,3204,real,41603,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41603
1498,,其他,other,V3.0,,3208,3208,real,41605,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41605
1499,,其他,other,V3.0,,3212,3212,real,41607,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41607
1500,,其他,other,V3.0,,3216,3216,real,41609,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41609
1501,,其他,other,V3.0,,3220,3220,real,41611,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41611
1502,,其他,other,V3.0,,3224,3224,real,41613,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41613
1503,,其他,other,V3.0,,3228,3228,real,41615,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41615
1504,,其他,other,V3.0,,3232,3232,real,41617,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41617
1505,,其他,other,V3.0,,3236,3236,real,41619,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41619
1506,,其他,other,V3.0,,3240,3240,real,41621,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41621
1507,,其他,other,V3.0,,3244,3244,real,41623,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41623
1508,,其他,other,V3.0,,3248,3248,real,41625,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41625
1509,,其他,other,V3.0,,3252,3252,real,41627,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41627
1510,,其他,other,V3.0,,3256,3256,real,41629,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41629
1511,,其他,other,V3.0,,3260,3260,real,41631,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41631
1512,,其他,other,V3.0,,3264,3264,real,41633,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41633
1513,,其他,other,V3.0,,3268,3268,real,41635,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41635
1514,,其他,other,V3.0,,3272,3272,real,41637,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41637
1515,,其他,other,V3.0,,3276,3276,real,41639,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41639
1516,,其他,other,V3.0,,3280,3280,real,41641,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41641
1517,,其他,other,V3.0,,3284,3284,real,41643,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41643
1518,,其他,other,V3.0,,3288,3288,real,41645,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41645
1519,,其他,other,V3.0,,3292,3292,real,41647,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41647
1520,,其他,other,V3.0,,3296,3296,real,41649,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41649
1521,,其他,other,V3.0,,3300,3300,real,41651,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41651
1522,,其他,other,V3.0,,3304,3304,real,41653,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41653
1523,,其他,other,V3.0,,3308,3308,real,41655,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41655
1524,,其他,other,V3.0,,3312,3312,real,41657,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41657
1525,,其他,other,V3.0,,3316,3316,real,41659,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41659
1526,,其他,other,V3.0,,3320,3320,real,41661,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41661
1527,,其他,other,V3.0,,3324,3324,real,41663,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41663
1528,,其他,other,V3.0,,3328,3328,real,41665,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41665
1529,,其他,other,V3.0,,3332,3332,real,41667,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41667
1530,,其他,other,V3.0,,3336,3336,real,41669,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41669
1531,,其他,other,V3.0,,3340,3340,real,41671,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41671
1532,,其他,other,V3.0,,3344,3344,real,41673,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41673
1533,,其他,other,V3.0,,3348,3348,real,41675,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41675
1534,,其他,other,V3.0,,3352,3352,real,41677,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41677
1535,,其他,other,V3.0,,3356,3356,real,41679,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41679
1536,,其他,other,V3.0,,3360,3360,real,41681,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41681
1537,,其他,other,V3.0,,3364,3364,real,41683,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41683
1538,,其他,other,V3.0,,3368,3368,real,41685,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41685
1539,,其他,other,V3.0,,3372,3372,real,41687,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41687
1540,,其他,other,V3.0,,3376,3376,real,41689,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41689
1541,,其他,other,V3.0,,3380,3380,real,41691,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41691
1542,,其他,other,V3.0,,3384,3384,real,41693,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41693
1543,,其他,other,V3.0,,3388,3388,real,41695,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41695
1544,,其他,other,V3.0,,3392,3392,real,41697,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41697
1545,,其他,other,V3.0,,3396,3396,real,41699,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41699
1546,,其他,other,V3.0,,3400,3400,real,41701,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41701
1547,,其他,other,V3.0,,3404,3404,real,41703,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41703
1548,,其他,other,V3.0,,3408,3408,real,41705,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41705
1549,,其他,other,V3.0,,3412,3412,real,41707,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41707
1550,,其他,other,V3.0,,3416,3416,real,41709,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41709
1551,,其他,other,V3.0,,3420,3420,real,41711,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41711
1552,,其他,other,V3.0,,3424,3424,real,41713,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41713
1553,,其他,other,V3.0,,3428,3428,real,41715,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41715
1554,,其他,other,V3.0,,3432,3432,real,41717,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41717
1555,,其他,other,V3.0,,3436,3436,real,41719,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41719
1556,,其他,other,V3.0,,3440,3440,real,41721,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41721
1557,,其他,other,V3.0,,3444,3444,real,41723,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41723
1558,,其他,other,V3.0,,3448,3448,real,41725,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41725
1559,,其他,other,V3.0,,3452,3452,real,41727,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41727
1560,,其他,other,V3.0,,3456,3456,real,41729,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41729
1561,,其他,other,V3.0,,3460,3460,real,41731,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41731
1562,,其他,other,V3.0,,3464,3464,real,41733,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41733
1563,,其他,other,V3.0,,3468,3468,real,41735,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41735
1564,,其他,other,V3.0,,3472,3472,real,41737,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41737
1565,,其他,other,V3.0,,3476,3476,real,41739,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41739
1566,,其他,other,V3.0,,3480,3480,real,41741,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41741
1567,,其他,other,V3.0,,3484,3484,real,41743,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41743
1568,,其他,other,V3.0,,3488,3488,real,41745,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41745
1569,,其他,other,V3.0,,3492,3492,real,41747,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41747
1570,,其他,other,V3.0,,3496,3496,real,41749,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41749
1571,,其他,other,V3.0,,3500,3500,real,41751,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41751
1572,,其他,other,V3.0,,3504,3504,real,41753,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41753
1573,,其他,other,V3.0,,3508,3508,real,41755,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41755
1574,,其他,other,V3.0,,3512,3512,real,41757,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41757
1575,,其他,other,V3.0,,3516,3516,real,41759,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41759
1576,,其他,other,V3.0,,3520,3520,real,41761,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41761
1577,,其他,other,V3.0,,3524,3524,real,41763,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41763
1578,,其他,other,V3.0,,3528,3528,real,41765,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41765
1579,,其他,other,V3.0,,3532,3532,real,41767,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41767
1580,,其他,other,V3.0,,3536,3536,real,41769,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41769
1581,,其他,other,V3.0,,3540,3540,real,41771,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41771
1582,,其他,other,V3.0,,3544,3544,real,41773,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41773
1583,,其他,other,V3.0,,3548,3548,real,41775,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41775
1584,,其他,other,V3.0,,3552,3552,real,41777,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41777
1585,,其他,other,V3.0,,3556,3556,real,41779,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41779
1586,,其他,other,V3.0,,3560,3560,real,41781,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41781
1587,,其他,other,V3.0,,3564,3564,real,41783,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41783
1588,,其他,other,V3.0,,3568,3568,real,41785,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41785
1589,,其他,other,V3.0,,3572,3572,real,41787,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41787
1590,,其他,other,V3.0,,3576,3576,real,41789,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41789
1591,,其他,other,V3.0,,3580,3580,real,41791,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41791
1592,,其他,other,V3.0,,3584,3584,real,41793,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41793
1593,,其他,other,V3.0,,3588,3588,real,41795,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41795
1594,,其他,other,V3.0,,3592,3592,real,41797,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41797
1595,,其他,other,V3.0,,3596,3596,real,41799,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41799
1596,,其他,other,V3.0,,3600,3600,real,41801,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41801
1597,,其他,other,V3.0,,3604,3604,real,41803,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41803
1598,,其他,other,V3.0,,3608,3608,real,41805,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41805
1599,,其他,other,V3.0,,3612,3612,real,41807,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41807
1600,,其他,other,V3.0,,3616,3616,real,41809,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41809
1601,,其他,other,V3.0,,3620,3620,real,41811,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41811
1602,,其他,other,V3.0,,3624,3624,real,41813,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41813
1603,,其他,other,V3.0,,3628,3628,real,41815,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41815
1604,,其他,other,V3.0,,3632,3632,real,41817,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41817
1605,,其他,other,V3.0,,3636,3636,real,41819,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41819
1606,,其他,other,V3.0,,3640,3640,real,41821,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41821
1607,,其他,other,V3.0,,3644,3644,real,41823,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41823
1608,,其他,other,V3.0,,3648,3648,real,41825,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41825
1609,,其他,other,V3.0,,3652,3652,real,41827,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41827
1610,,其他,other,V3.0,,3656,3656,real,41829,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41829
1611,,其他,other,V3.0,,3660,3660,real,41831,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41831
1612,,其他,other,V3.0,,3664,3664,real,41833,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41833
1613,,其他,other,V3.0,,3668,3668,real,41835,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41835
1614,,其他,other,V3.0,,3672,3672,real,41837,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41837
1615,,其他,other,V3.0,,3676,3676,real,41839,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41839
1616,,其他,other,V3.0,,3680,3680,real,41841,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41841
1617,,其他,other,V3.0,,3684,3684,real,41843,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41843
1618,,其他,other,V3.0,,3688,3688,real,41845,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41845
1619,,其他,other,V3.0,,3692,3692,real,41847,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41847
1620,,其他,other,V3.0,,3696,3696,real,41849,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41849
1621,,其他,other,V3.0,,3700,3700,real,41851,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41851
1622,,其他,other,V3.0,,3704,3704,real,41853,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41853
1623,,其他,other,V3.0,,3708,3708,real,41855,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41855
1624,,其他,other,V3.0,,3712,3712,real,41857,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41857
1625,,其他,other,V3.0,,3716,3716,real,41859,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41859
1626,,其他,other,V3.0,,3720,3720,real,41861,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41861
1627,,其他,other,V3.0,,3724,3724,real,41863,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41863
1628,,其他,other,V3.0,,3728,3728,real,41865,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41865
1629,,其他,other,V3.0,,3732,3732,real,41867,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41867
1630,,其他,other,V3.0,,3736,3736,real,41869,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41869
1631,,其他,other,V3.0,,3740,3740,real,41871,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41871
1632,,其他,other,V3.0,,3744,3744,real,41873,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41873
1633,,其他,other,V3.0,,3748,3748,real,41875,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41875
1634,,其他,other,V3.0,,3752,3752,real,41877,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41877
1635,,其他,other,V3.0,,3756,3756,real,41879,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41879
1636,,其他,other,V3.0,,3760,3760,real,41881,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41881
1637,,其他,other,V3.0,,3764,3764,real,41883,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41883
1638,,其他,other,V3.0,,3768,3768,real,41885,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41885
1639,,其他,other,V3.0,,3772,3772,real,41887,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41887
1640,,其他,other,V3.0,,3776,3776,real,41889,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41889
1641,,其他,other,V3.0,,3780,3780,real,41891,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41891
1642,,其他,other,V3.0,,3784,3784,real,41893,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41893
1643,,其他,other,V3.0,,3788,3788,real,41895,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41895
1644,,其他,other,V3.0,,3792,3792,real,41897,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41897
1645,,其他,other,V3.0,,3796,3796,real,41899,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41899
1646,,其他,other,V3.0,,3800,3800,real,41901,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41901
1647,,其他,other,V3.0,,3804,3804,real,41903,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41903
1648,,其他,other,V3.0,,3808,3808,real,41905,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41905
1649,,其他,other,V3.0,,3812,3812,real,41907,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41907
1650,,其他,other,V3.0,,3816,3816,real,41909,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41909
1651,,其他,other,V3.0,,3820,3820,real,41911,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41911
1652,,其他,other,V3.0,,3824,3824,real,41913,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41913
1653,,其他,other,V3.0,,3828,3828,real,41915,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41915
1654,,其他,other,V3.0,,3832,3832,real,41917,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41917
1655,,其他,other,V3.0,,3836,3836,real,41919,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41919
1656,,其他,other,V3.0,,3840,3840,real,41921,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41921
1657,,其他,other,V3.0,,3844,3844,real,41923,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41923
1658,,其他,other,V3.0,,3848,3848,real,41925,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41925
1659,,其他,other,V3.0,,3852,3852,real,41927,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41927
1660,,其他,other,V3.0,,3856,3856,real,41929,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41929
1661,,其他,other,V3.0,,3860,3860,real,41931,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41931
1662,,其他,other,V3.0,,3864,3864,real,41933,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41933
1663,,其他,other,V3.0,,3868,3868,real,41935,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41935
1664,,其他,other,V3.0,,3872,3872,real,41937,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41937
1665,,其他,other,V3.0,,3876,3876,real,41939,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41939
1666,,其他,other,V3.0,,3880,3880,real,41941,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41941
1667,,其他,other,V3.0,,3884,3884,real,41943,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41943
1668,,其他,other,V3.0,,3888,3888,real,41945,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41945
1669,,其他,other,V3.0,,3892,3892,real,41947,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41947
1670,,其他,other,V3.0,,3896,3896,real,41949,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41949
1671,,其他,other,V3.0,,3900,3900,real,41951,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41951
1672,,其他,other,V3.0,,3904,3904,real,41953,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41953
1673,,其他,other,V3.0,,3908,3908,real,41955,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41955
1674,,其他,other,V3.0,,3912,3912,real,41957,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41957
1675,,其他,other,V3.0,,3916,3916,real,41959,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41959
1676,,其他,other,V3.0,,3920,3920,real,41961,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41961
1677,,其他,other,V3.0,,3924,3924,real,41963,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41963
1678,,其他,other,V3.0,,3928,3928,real,41965,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41965
1679,,其他,other,V3.0,,3932,3932,real,41967,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41967
1680,,其他,other,V3.0,,3936,3936,real,41969,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41969
1681,,其他,other,V3.0,,3940,3940,real,41971,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41971
1682,,其他,other,V3.0,,3944,3944,real,41973,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41973
1683,,其他,other,V3.0,,3948,3948,real,41975,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41975
